simulated_personas_10000-2
PersonaID,Area,UrbanRural,Gender,AgeGroup,TopFlavor1,TopFlavor2,TopFlavor3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3986,A2,Rural,Female,18-25,Wintergreen,Tropical Punch,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,A4,Rural,Male,41,Ruby Berry,Cinnamon Flame,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3988,A1,Urban,Male,41,Cinnamon,Black Cherry,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3989,A2,Urban,Male,41,Zesty Orange,Cinnamon,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3990,A4,Urban,Male,41,Strawberry Ice,Black Cherry,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3991,A3,Rural,Male,26-40,Tangy Lime,Peppermint Storm,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3992,A3,Rural,Male,18-25,Mango Flame,Purple Grape,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,A1,Urban,Male,18-25,Tangy Lime,Minty Lemon,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3994,A4,Urban,Male,26-40,Tropical Mango,Melon Fresh,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,A2,Urban,Female,26-40,Fresh Classic,Zesty Orange,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3996,A2,Rural,Male,41,Coffee,Cinnamon,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,A4,Urban,Male,41,Peppermint,Cinnamon,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,A3,Urban,Male,18-25,Tropical Mango,Coco,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,A2,Rural,Male,18-25,Cinnamon Flame,Mango Flame,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4000,A1,Urban,Male,26-40,Fresh Classic,Icy Berries,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,A2,Urban,Male,26-40,Minty Watermelon,Smart Mint,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4002,A2,Urban,Male,26-40,Black Cherry,Mango Flame,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,A2,Urban,Male,26-40,Bright Spearmint,Purple Grape,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4004,A1,Urban,Male,26-40,Creamy Latte,Minty Lemon,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4005,A4,Urban,Female,26-40,Wintergreen,Bright Spearmint,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4006,A2,Rural,Female,18-25,Tropical Mango,Strawberry Ice,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4007,A2,Rural,Male,18-25,Mango Flame,Peppermint Storm,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,A3,Urban,Male,18-25,Crispy Peppermint,Icy Berries,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,A2,Rural,Female,18-25,Peppermint Storm,Purple Grape,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4010,A2,Urban,Male,26-40,Purple Grape,Tangy Lime,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4011,A1,Rural,Male,26-40,Icy Berries,Minty Watermelon,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012,A1,Urban,Female,41,Tropical Punch,Icy Berries,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,A1,Rural,Male,26-40,Mango Flame,Arctic Peppermint,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,A1,Rural,Male,18-25,Tropical Punch,Cinnamon Flame,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4015,A2,Rural,Male,26-40,Peppermint Storm,Ruby Berry,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4016,A2,Rural,Female,26-40,Tropical Ice,Strawberry Ice,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4017,A4,Urban,Male,26-40,Wintergreen,Tropical Mango,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4018,A4,Rural,Male,18-25,Arctic Peppermint,Tropical Punch,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4019,A2,Urban,Female,26-40,Ruby Berry,Crispy Peppermint,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4020,A2,Rural,Female,26-40,Mango Flame,Zesty Lime,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4021,A1,Rural,Male,41,Strawberry Ice,Melon Fresh,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4022,A1,Urban,Male,26-40,Tropical Punch,Minty Lemon,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4023,A4,Rural,Female,26-40,Citrus Burst,Tangy Lime,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4024,A2,Urban,Female,18-25,Fresh Classic,Zesty Orange,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4025,A3,Urban,Male,26-40,Wintergreen,Icy Berries,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4026,A4,Rural,Male,18-25,Tropical Punch,Cinnamon,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4027,A4,Urban,Female,26-40,Cinnamon,Mango Flame,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4028,A4,Urban,Male,18-25,Coffee,Zesty Orange,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4029,A3,Rural,Male,26-40,Tangy Lime,Tropical Ice,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4030,A4,Rural,Male,26-40,Zesty Lime,Peppermint Storm,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4031,A2,Urban,Male,26-40,Tropical Mango,Strawberry Ice,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4032,A2,Rural,Female,41,Purple Grape,Ruby Berry,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4033,A3,Urban,Female,41,Zesty Orange,Peppermint Storm,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4034,A2,Urban,Male,41,Tropical Mango,Cinnamon,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4035,A2,Urban,Female,41,Bright Spearmint,Creamy Latte,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4036,A1,Rural,Female,18-25,Crispy Peppermint,Zesty Orange,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4037,A2,Rural,Female,18-25,Arctic Peppermint,Mango Flame,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4038,A2,Urban,Male,26-40,Cinnamon,Creamy Latte,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4039,A4,Urban,Female,26-40,Melon Fresh,Berry Ice,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4040,A1,Urban,Male,26-40,Wintergreen,Minty Watermelon,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4041,A2,Urban,Male,18-25,Zesty Orange,Tangy Lime,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4042,A3,Urban,Male,26-40,Crispy Peppermint,Mango Flame,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4043,A2,Rural,Male,26-40,Tropical Punch,Zesty Orange,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4044,A2,Urban,Male,18-25,Wintergreen,Icy Berries,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4045,A2,Urban,Female,18-25,Icy Berries,Black Cherry,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4046,A2,Rural,Female,26-40,Peppermint,Coffee,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4047,A3,Rural,Female,26-40,Tropical Punch,Fresh Classic,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4048,A4,Rural,Female,26-40,Cinnamon,Tropical Ice,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4049,A2,Urban,Male,26-40,Mango Flame,Arctic Peppermint,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4050,A1,Rural,Male,18-25,Berry Ice,Zesty Orange,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,A3,Urban,Male,18-25,Icy Berries,Crispy Peppermint,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4052,A2,Urban,Female,26-40,Peppermint Storm,Icy Berries,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4053,A1,Urban,Male,41,Creamy Latte,Minty Watermelon,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4054,A1,Rural,Male,41,Ruby Berry,Tangy Lime,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4055,A3,Urban,Female,18-25,Tangy Lime,Bright Spearmint,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4056,A1,Urban,Male,26-40,Mango Flame,Zesty Lime,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4057,A1,Urban,Female,18-25,Wintergreen,Citrus Burst,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4058,A4,Rural,Male,26-40,Black Cherry,Peppermint,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4059,A1,Urban,Female,26-40,Ruby Berry,Fresh Classic,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4060,A3,Urban,Male,18-25,Peppermint Storm,Icy Berries,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4061,A2,Rural,Female,26-40,Cinnamon,Mango Flame,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4062,A4,Urban,Male,26-40,Bright Spearmint,Tropical Punch,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4063,A3,Rural,Female,41,Icy Berries,Mango Flame,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4064,A3,Urban,Female,18-25,Icy Berries,Purple Grape,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4065,A4,Rural,Male,18-25,Arctic Peppermint,Tropical Mango,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4066,A1,Urban,Male,41,Crispy Peppermint,Ruby Berry,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067,A3,Rural,Female,18-25,Peppermint,Black Cherry,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4068,A1,Urban,Female,26-40,Arctic Peppermint,Strawberry Ice,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4069,A3,Rural,Male,18-25,Zesty Orange,Mango Flame,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4070,A2,Urban,Male,18-25,Fresh Classic,Melon Fresh,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4071,A3,Urban,Male,41,Wintergreen,Crispy Peppermint,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4072,A2,Rural,Male,41,Citrus Burst,Cinnamon,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4073,A4,Rural,Male,41,Peppermint,Cinnamon,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4074,A1,Urban,Male,18-25,Tropical Ice,Tangy Lime,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4075,A2,Urban,Male,18-25,Citrus Burst,Berry Ice,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4076,A2,Rural,Female,41,Tangy Lime,Coffee,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4077,A4,Urban,Female,18-25,Tangy Lime,Tropical Ice,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4078,A3,Urban,Male,18-25,Fresh Classic,Melon Fresh,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,A4,Urban,Male,41,Minty Lemon,Tropical Ice,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4080,A3,Rural,Male,26-40,Wintergreen,Cinnamon,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4081,A4,Rural,Female,41,Peppermint Storm,Cinnamon Flame,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4082,A4,Urban,Female,26-40,Zesty Lime,Peppermint Storm,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4083,A3,Urban,Male,18-25,Icy Berries,Fresh Classic,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4084,A2,Rural,Male,41,Ruby Berry,Coco,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4085,A2,Urban,Female,26-40,Tropical Mango,Tropical Punch,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4086,A3,Urban,Male,26-40,Crispy Peppermint,Icy Berries,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4087,A4,Rural,Male,26-40,Icy Berries,Black Cherry,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4088,A4,Urban,Female,41,Cinnamon Flame,Citrus Burst,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4089,A3,Rural,Female,18-25,Cinnamon Flame,Creamy Latte,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4090,A4,Urban,Male,18-25,Melon Fresh,Creamy Latte,Tangy Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4091,A1,Urban,Male,18-25,Minty Watermelon,Melon Fresh,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4092,A1,Urban,Male,41,Minty Lemon,Mango Flame,Arctic Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4093,A4,Urban,Female,26-40,Cinnamon Flame,Berry Ice,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4094,A4,Urban,Male,41,Bright Spearmint,Coffee,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4095,A1,Urban,Male,18-25,Melon Fresh,Icy Berries,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4096,A3,Rural,Female,41,Purple Grape,Zesty Orange,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4097,A2,Rural,Male,26-40,Zesty Orange,Zesty Lime,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4098,A1,Urban,Female,18-25,Purple Grape,Melon Fresh,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4099,A4,Rural,Male,18-25,Arctic Peppermint,Coco,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4100,A1,Rural,Female,18-25,Coffee,Tropical Punch,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4101,A1,Rural,Male,26-40,Arctic Peppermint,Mango Flame,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,A4,Urban,Male,18-25,Coffee,Arctic Peppermint,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,A4,Rural,Male,26-40,Wintergreen,Ruby Berry,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4104,A4,Rural,Male,26-40,Minty Lemon,Tropical Ice,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4105,A1,Urban,Female,26-40,Minty Lemon,Coffee,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4106,A4,Urban,Male,18-25,Smart Mint,Peppermint,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4107,A1,Rural,Female,26-40,Ruby Berry,Purple Grape,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4108,A1,Urban,Male,18-25,Creamy Latte,Wintergreen,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4109,A1,Rural,Male,18-25,Ruby Berry,Strawberry Ice,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4110,A4,Rural,Female,26-40,Mango Flame,Tropical Punch,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4111,A2,Rural,Female,26-40,Coco,Ruby Berry,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,A4,Rural,Male,26-40,Peppermint,Smart Mint,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4113,A1,Urban,Male,26-40,Cinnamon,Purple Grape,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4114,A2,Urban,Male,26-40,Mango Flame,Minty Lemon,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4115,A1,Rural,Male,18-25,Peppermint,Berry Ice,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4116,A4,Urban,Male,41,Melon Fresh,Fresh Classic,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4117,A1,Urban,Male,26-40,Minty Watermelon,Cinnamon,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4118,A2,Urban,Male,26-40,Wintergreen,Peppermint,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4119,A4,Rural,Female,41,Purple Grape,Minty Lemon,Wintergreen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4120,A2,Urban,Female,41,Minty Lemon,Black Cherry,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4121,A4,Urban,Female,18-25,Melon Fresh,Minty Watermelon,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4122,A4,Urban,Female,26-40,Arctic Peppermint,Smart Mint,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4123,A1,Urban,Female,26-40,Peppermint,Smart Mint,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4124,A1,Rural,Male,26-40,Strawberry Ice,Peppermint,Creamy Latte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4125,A1,Rural,Male,18-25,Peppermint Storm,Tropical Ice,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4126,A3,Rural,Male,18-25,Tropical Punch,Tangy Lime,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4127,A2,Rural,Male,41,Tangy Lime,Purple Grape,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4128,A3,Rural,Male,41,Melon Fresh,Tropical Ice,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4129,A3,Rural,Male,18-25,Strawberry Ice,Tropical Ice,Purple Grape,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4130,A2,Rural,Male,41,Minty Lemon,Melon Fresh,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4131,A4,Urban,Male,26-40,Mango Flame,Minty Lemon,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4132,A4,Urban,Male,41,Bright Spearmint,Crispy Peppermint,Icy Berries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4133,A2,Urban,Male,18-25,Tangy Lime,Berry Ice,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4134,A2,Urban,Male,18-25,Arctic Peppermint,Tropical Punch,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4135,A3,Rural,Male,26-40,Tropical Mango,Purple Grape,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4136,A1,Urban,Female,18-25,Berry Ice,Tangy Lime,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4137,A3,Rural,Male,41,Arctic Peppermint,Mango Flame,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4138,A3,Urban,Male,18-25,Zesty Orange,Smart Mint,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4139,A1,Urban,Male,18-25,Strawberry Ice,Berry Ice,Peppermint Storm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4140,A4,Rural,Male,26-40,Tropical Punch,Creamy Latte,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4141,A4,Urban,Male,26-40,Berry Ice,Cinnamon,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4142,A1,Urban,Male,26-40,Crispy Peppermint,Minty Watermelon,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4143,A2,Urban,Female,18-25,Berry Ice,Arctic Peppermint,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4144,A1,Urban,Male,41,Fresh Classic,Crispy Peppermint,Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4145,A3,Urban,Male,26-40,Purple Grape,Cinnamon Flame,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4146,A4,Urban,Male,41,Cinnamon,Zesty Orange,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4147,A4,Rural,Female,18-25,Black Cherry,Creamy Latte,Tropical Punch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4148,A4,Rural,Male,41,Tropical Punch,Ruby Berry,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4149,A2,Urban,Male,41,Tropical Ice,Tangy Lime,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4150,A2,Rural,Male,41,Tropical Punch,Minty Watermelon,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,A3,Rural,Female,18-25,Zesty Lime,Ruby Berry,Tropical Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4152,A3,Urban,Male,18-25,Zesty Lime,Cinnamon,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4153,A2,Rural,Male,41,Icy Berries,Tropical Ice,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4154,A3,Urban,Female,18-25,Tropical Ice,Strawberry Ice,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4155,A1,Urban,Male,26-40,Cinnamon,Bright Spearmint,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4156,A3,Urban,Male,26-40,Coco,Icy Berries,Coffee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4157,A1,Urban,Male,18-25,Minty Watermelon,Zesty Orange,Crispy Peppermint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4158,A2,Urban,Male,26-40,Smart Mint,Mango Flame,Citrus Burst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4159,A1,Rural,Male,26-40,Tropical Mango,Zesty Lime,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4160,A1,Rural,Male,18-25,Cinnamon Flame,Citrus Burst,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4161,A1,Urban,Female,41,Minty Watermelon,Creamy Latte,Ruby Berry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4162,A2,Rural,Female,26-40,Coffee,Zesty Lime,Melon Fresh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4163,A1,Urban,Male,18-25,Zesty Lime,Peppermint Storm,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4164,A3,Urban,Female,26-40,Melon Fresh,Strawberry Ice,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4165,A3,Urban,Female,26-40,Tropical Punch,Ruby Berry,Fresh Classic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4166,A4,Rural,Male,26-40,Tropical Mango,Mango Flame,Cinnamon Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4167,A4,Urban,Male,18-25,Purple Grape,Creamy Latte,Black Cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4168,A1,Urban,Female,18-25,Zesty Lime,Coco,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4169,A2,Rural,Male,41,Tropical Mango,Smart Mint,Berry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4170,A1,Rural,Male,18-25,Peppermint,Coco,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4171,A3,Rural,Female,18-25,Tropical Punch,Zesty Lime,Strawberry Ice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4172,A4,Urban,Male,26-40,Ruby Berry,Coco,Mango Flame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4173,A4,Rural,Female,26-40,Strawberry Ice,Black Cherry,Zesty Orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4174,A2,Urban,Female,26-40,Wintergreen,Cinnamon Flame,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4175,A2,Rural,Male,26-40,Fresh Classic,Coffee,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4176,A2,Urban,Male,18-25,Mango Flame,Strawberry Ice,Coco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4177,A4,Urban,Female,18-25,Ruby Berry,Peppermint Storm,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4178,A3,Rural,Male,26-40,Tropical Punch,Mango Flame,Cinnamon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4179,A4,Rural,Male,18-25,Crispy Peppermint,Strawberry Ice,Tropical Mango,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4180,A4,Rural,Female,18-25,Fresh Classic,Citrus Burst,Zesty Lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4181,A4,Urban,Male,41,Peppermint Storm,Arctic Peppermint,Bright Spearmint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4182,A3,Urban,Male,41,Melon Fresh,Black Cherry,Smart Mint,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4183,A3,Rural,Male,26-40,Mango Flame,Peppermint,Minty Lemon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4184,A3,Urban,Male,18-25,Tropical Mango,Citrus Burst,Minty Watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
